year,date,parents 1,parents 2,child,sponsors 1,sponsors 2,sponsors 3,sponsors 4,sponsors 5,parent last,sponsors 1 first,sponsors 1 middle,sponsors 1 last,sponsors 2 middle,sponsors 2 last,sponsors 2 first,sponsors 3 middle,sponsors 3 last,sponsors 3 first
1717,Jun 9,Henrich Ohrendorst,Anna Margretha Ohrendorst,Maria;; Elisabetha b. Jun 1 Chr. at Schoharie,Martin Bradorst,Maria Elisabetha Walbor,,,,Ohrendorst,Martin,,Bradorst,Elisabetha,Walbor,Maria,,,
1717,Jun 10,Johan Adam Baumann,Margretha Baumann,Maria; Catharina b. Jun 9 Chr. at Schoharie,Johan Henrich Spohn,wife of Johan Henrich Spohn,,,,Baumann,Johan,Henrich,Spohn,of Johan Henrich,Spohn,wife,,,
1717,Jan 31,Johan Keyser,Anna Margretha Keyser,"Anna; Margreth b. Nov 13, 1716 Chr. by P. Van Driesen, Albany Dutch minister",Henrich Jung,wife of Henrich Jung,,,,Keyser,Henrich,,Jung,of Henrich,Jung,wife,,,
1717,Jun 16,Wiesan Bruschi,Elsgen Bruschi,Margreth b. May 16,Peter Tonese,Margaretha Kuntz,,,,Bruschi,Peter,,Tonese,,Kurtz,Margaretha,,,
1717,Jun 16,Benjamin Rees,Gerdraut Rees,Henrich b. May 22,Andreas Rees,Catharina Rees,,,,Rees,Andreas,,Rees,,Rees,Catharina,,,
1717,Jul 7,Adam Host,Anna Catharina Host,Johann Philipp b. Jun 26,Elisabetha Helmer,Johan Balthas Lutt,Philip Wilhelm Mohr,,,Host,Elisabetha,,Hemer,Balthas,Lutt,Johan,Wilhelm,Mohr,Philip
1717,Jul 7,Antoni Schneider,Margaretha Schneider,Agnes b. Jun 29,Agnes Dieterich,Maria Catharina Segendorst,Johan Christian Dieterich,,,Schneider,Agnes,,Dietrich,Catharina,Segendorst,Maria,Christian,Dieterich,Johan
1717,Jul 7,Pieter Christian a Negro,Elisabetha Negro,Andreas Christian b. Jun 18,Andreas Ellich,Sophia Ellich,,,,Negro,Andreas,,Ellich,,Ellich,Sophia,,,
1717,Jul 14,Johann Reichart Backus,Elisabetha Catharina Backus,Maria Barbara b. Jun 23,Johan Veltin Schast,Maria Barbara Meyer,,,,Backus,Johan,Veltin,Schast,Barbara,Meyer,Maria,,,
1717,Jul 28,Friedrich Schram,Anna Maria Schram,Johann William b. Jul 22,Catharina Schram,Johan Balthasar Kuster,,,,Schram,Catharina,,Schram,Balthasar,Kuster,Johan,,,
1717,Aug 4,Christian Meyer,Anna Gerdraut Meyer,Anna; Christina b. Jul 26,Christina Thonusen,Anna Elisabeth Jung,Johan Manges,,,Meyer,Christina,,Thonusen,Elisabeth,Jung,Anna,,Manges,Johan
1717,Aug 11,Johan Philipp Feller,Catharina Elisabeth Feller,Johann Niclaus b. Jul 21,Johan Niclaus Rau,,,,,Feller,Johan,Niclaus,Rau,,,,,,
1717,Aug 18,Michael Honigen,Magdalena Honigen,Anna; Elisabeth b. Aug 10,Johan Stahl,Anna Elisabeth Duntzbach,,,,Honigen,Johan,,Stahl,,Duntzbach,Elisabetha,,,
1717,Sep 15,Andreas Ellich,Anna Sophia Ellich,Johann Wilhelm b. Sep 7,Johan Wilhelm Lehmann,wife of Johan Wilhelm Lehmann,,,,Ellich,Johan,Wilhelm,Lehmann,of Johan Wilhelm,Lehmann,wife,,,
1717,Oct 6,Jan Wulssen,Anna Margretha Wulssen,Gottfrid Sebastian b. Oct 4,Gottfrid Sebastaian Wulsten,Benigna Sibylla Kocherthal,,,,Wulssen,Gottfrid,Sebastaian,Wulsten,Sibylla,Kocherthal,Benigna,,,
1717,Oct 13,Carl Naher,Anna Constantia Naher,Anna; Maria b. Sept 17,Joseph Reichard,Anna Maria Reichard,,,,Naher,Joseph,,Reichard,Maria,Reichard,Anna,,,
1717,Oct 13,Veltin Bander,Anna Margretha Bander,Johann Henrich b. Oct 4,Johan Henrich Schast,Agnes Schast,,,,Bander,Johan,Henrich,Schast,,Schast,Agnes,,,
1717,Nov 17,Johan Wilhelm Brandau,Elisabetha Catharina Brandau,Anna; Christina; Elisabeth b. Nov 8,Elisabetha Krantz,Anna Christina Streitin Jan Bertsch,,,,Brandau,Elisabetha,,Krantz,Christina Streitin Jan,Bertsch,Anna,,,
1717,Dec 12,Clemens Lehmann,Gerdraut Lehmann,Anna;; Elisabetha b. Dec 8,Niclaus Schmid,Anna Margretha Wolst,,,,Lehmann,Niclaus,,Schmid,Margretha,Wolst,Anna,,,
1717,Dec 15,Henrich Reiter,Anna Juliana Reuter,Eva; Catharina b. Dec 9,Anna Eva Muller,Anna Catharina Maul,David Muller,,,Reuter,Anna,Eva,Muller,Catharina,Maul,Anna,,Muller,David
1717,Dec 22,Johan Henrich Krantz,Anna Catharina Krantz,Johann Wilhelm b. Dec 13,Georg Wilhelm Kohl,Elisabetha Catharina Brandau,Peter Oberbach,,,Krantz,Georg,Wilhelm,Kohl,Catharina,Brandau,Elisabetha,,Oberbach,Peter
1718,Jan 11,Johan Manges,Anna Eva Manges,Gerdraut b. Jan 6,Peter Gistler,Anna Gerdraut Meyer,Gerdraut Kohl,,,Menges,Peter,,Gistler,Gerdraut,Meyer,Anna,,Kohl,Gerdraut
1718,Jan 12,Lazarus Dorn,Anna Margretha Dorn,Michael,Michael Werner,wife of Michel Werner,,,,Dorn,Michael,,Werner,of Michel,Werner,wife,,,
1718,Jan 20,Johan Jacob Zerb,Amria Catherine Zerb,Anna Kunigunda b. Jan 11,Anna Kunigunda Winter,,,,,Zerb,Anna,Kunigunda,Winter,,,,,,
1718,Feb 2,Arend Von Schaack,Maria Schaack,Margreth b. Jan 12,Peter Burckhard,Sibylla Charlotta Kocherthal,,,,Schaack,Peter,,Burckhard,,Kocherthal,Sibylla,,,
1718,Feb 9,Georg Thater,Anna Maria Thater,Johannes b. Jan 11,Johan Michael Wagel,wife of Johan Michael Wagel,,,,Thater,Johan,Michael,Wagel,of Johan Michael,Wagel,wife,,,
1718,Mar 2,Johan Conrad Ritser,Anna Ritser,Maria b. Feb 13,Henrich Reiter,Ursula Maul,,,,Ritser,Henrich,,Reuter,,Maul,Ursula,,,
1718,Mar 8,Peter Burckhard,Amalia Burckhard,Johann Conrad b. Mar 4,Conrad Mart,Mattheus Schlemmer,Gerdraut Kohl,,,Burckhard,Conrad,,Mart,,Schlemmer,Mattheus,,Kohl,Gerdraut
1718,Mar 16,Adam Spohn,Anna Maria Spohn,Maria;; Elisabetha b. Mar 6,Niclaus Schmid,Maria Elisabetha Muller,,,,Spohn,Niclaus,,Schmid,Elisabetha,Muller,Maria,,,
1718,Mar 30,Christian Castelmann,Anna Maria Judith Castelmann,Sophia; Magdalena b. Mar 22,Andreas Ellich,Sophia Magdalena Sutz,,,,Castelmann,Andreas,,Ellich,Magdalena,Sutz,Sophia,,,
1718,Apr 13,Johan Mattheus Jung,Anna Veronica Jung,Eva; Maria b. Apr 8,Andreas Ellich,Anna Maria Demuth,Maria Christina Oberbach,,,Jung,Andreas,,Ellich,Maria,Demuth,Anna,Christina,Oberbach,Maria
1718,Apr 27,Ananias Dihl,Elisabetha Dihl,Johann Henrich b. Mar 25,Johan Lorentz Henrich,Regina Henrich,,,,Dihl,Johan,Lorentz,Henrich,,Henrich,Regina,,,
1718,Apr 27,Johan Dopf,Maria Barbara Dopf,Johann Peter b. Mar 15,Peter Dopf,Christina Uhl,,,,Dopf,Peter,,Dopf,,Uhl,Christina,,,
1718,May 4,Dorothea Schaster,,Elisabetha; Catharina b. May 1 Illegitimate,Peter Maurer,Elisabetha Marterstock,,,,Schaster,Peter,,Maurer,,Marterstock,Elisabetha,,,
1718,May 7,Abraham Dobus,,Jann,,,,,,Dobus,,,,,,,,,
1718,May 11,Niclaus Trombour,Magdalena Trambauer,Dietrich b. May 10,Dietrich Sutz,wife of Dietrich Sutz,,,,Trombour,Dietrich,,Sutz,of Dietrich,Sutz,wife,,,
1718,Jun 2,Johan Peter Schmid,Elisabetha Schmid,"Susanna; Catharina, twin b. May 8",,Catharina Ludwigin Susanna,,,,Schmid,,,,Ludwigin,Susanna,Catharina,,,
1718,Jun 2,Johan Peter Schmid,Elisabetha Schmid,"Maria; Catharina, twin b. May 8",,Catharina Mosigin Maria,,,,Schmid,,,,Mosigin,Maria,Catharina,,,
1718,Aug 10,Georg Springstein,Catharina Springstein,Catharina,,,,,,Springstein,,,,,,,,,
1718,Aug 26,Peter Aigner,Anna Margretha Aigner,Johann Balthasar b. Aug 26,Johan Balthasar,Kuster Veltin Falckenburger,wife of Kuster Veltin Falckenburger,,,Aignor,Johan,,Balthasar,Veltin,Falckenburger,Kuster,of Kuster Veltin,Falckenburger,wife
1718,Oct 5,Johan Christian Muller,Margretha Muller,Elisabetha b. Sep 28,Sebastian Loscher,Elisabetha Kuhn,,,,Muller,Sebastian,,Lesher,,Kun,Elisabetha,,,
1718,Nov 30,Friedrich Maul,Anna Ursula Maul,Anna; Margretha b. Nov 20,Dietrich Sutz,Anna Margretha Emerich,,,,Maul,Dietrich,,Sutz,Margretha,Emerich,Anna,,,
1718,Dec 14,Friedrich Schram,Anna Maria Schram,Johann Henrich b. Dec 5,Peter Aigner,Henrich Vos,Christiana Vos,,,Schram,Peter,,Eigner,,Vos,Henrich,,Vos,Christiana
